"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Pakistan","PAK",163834822,0.309646895634448,2,50,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",155021761,0.846357125809606,1,25,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,3,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",176417733,0.678634286571497,1,45,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,5,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",149351619,0.710496771967456,2,41,3,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,2,1,2,2,2,1,,1,0,2,3,4,4,2,5,1,1,0,0
"Pakistan","PAK",205113935,0.534652140045697,1,29,2,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,1,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,2,,0,0,4,4,4,4,3,5,1,2,0,0
"Pakistan","PAK",210732737,1.46144556421387,2,32,1,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,2,,0,0,4,4,4,4,2,1,1,1,1,0
"Pakistan","PAK",194038758,0.865403080149974,2,28,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,1,2,2,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,2,2,1,,0,1,4,4,4,2,2,4,1,2,0,0
"Pakistan","PAK",118437825,0.903645370399204,1,27,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,2,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",162802387,3.03674857970762,2,54,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,2,2,2,1,2,2,,,,,2,,,1,2,2,,,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,2,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",162537525,0.490439875059866,1,18,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",165801985,0.574698904748213,2,18,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",121410100,0.543740487679896,2,31,2,4,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,4,2,1,2,3,1,,0,0,4,4,4,2,2,5,1,1,0,0
"Pakistan","PAK",209807301,0.905562341360534,1,22,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,2,3,3,3,2,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,3,2,3,,1,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",174556070,0.428452911090272,2,31,1,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,1,1,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,1,,3,1,1,1,1,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,4,4,1,2,3,1,,0,1,2,4,4,4,2,1,1,2,1,0
"Pakistan","PAK",138361053,0.821869029444117,1,55,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",121119086,0.586019629702901,2,30,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,3,1,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,3,1,2,0,0
"Pakistan","PAK",141635430,0.706477913835595,2,35,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,4,2,,,,,1,1,2,2,1,,1,2,2,2,1,5,,0,1,4,5,4,2,2,5,1,1,0,0
"Pakistan","PAK",189094180,0.862805741434966,2,35,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,3,1,1,3,1,,0,0,4,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",168533303,3.78443057226974,2,29,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,2,3,1,,0,0,4,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",197472430,0.305835075245669,1,45,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,3,5,2,2,0,0
"Pakistan","PAK",133040406,0.697225371389823,2,29,3,4,1,1,1,1,0,1,1,1,1,2,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,1,2,1,2,2,2,2,3,2,1,1,1,,,2,,,,1,2,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,1,1,4,2,,1,0,1,4,4,4,1,1,1,1,1,0
"Pakistan","PAK",168216324,0.369104809389619,1,28,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,1,2,,1,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",202081429,1.34025455281105,2,16,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,1,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",137253587,1.09050429364886,2,24,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,1,1,1,1,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,4,2,,0,1,4,4,4,4,4,5,1,1,1,0
"Pakistan","PAK",132417291,0.345209463428981,2,38,2,5,1,2,1,1,0,1,2,1,2,,1,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,0,1,4,4,4,2,5,1,1,1,0
"Pakistan","PAK",169084052,0.788470268709531,1,40,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",181596120,0.525699560504229,2,43,1,5,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,4,2,1,2,2,1,1,2,1,2,,,1,2,2,,,,2,2,2,2,2,2,1,,8,,,2,,,,1,1,,,1,1,1,3,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,6,2,2,,0,1,4,2,4,4,1,1,1,2,1,0
"Pakistan","PAK",119457658,1.34025455281105,2,21,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,3,2,1,,0,0,2,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",141481550,2.51423932958774,1,24,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",156561058,0.875175780662084,2,19,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,2,1,2,2,1,2,2,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,1,1,2,1,,0,0,4,4,4,2,2,5,1,2,1,0
"Pakistan","PAK",128348537,0.862805741434966,2,36,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,4,4,1,2,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",170831342,0.25845637892808,1,36,1,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",168437423,0.251685658595747,2,41,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",200334085,1.70088858144586,2,21,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,1,3,2,1,2,3,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,4,4,1,2,3,2,,0,0,4,4,4,2,2,5,2,2,0,0
"Pakistan","PAK",156049122,1.89915321235181,2,19,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,4,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,0,5,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",209305971,1.2274133869437,1,40,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,2,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",138744503,1.45043655551081,2,60,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,1,2,,0,0,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",201315309,2.18073108946543,1,61,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,3,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,4,4,4,5,5,2,2,0,0
"Pakistan","PAK",135804008,0.255398874189578,2,40,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,2,2,1,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,1,1,3,4,4,4,4,5,2,1,0,0
"Pakistan","PAK",206934118,0.828134333562907,1,20,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,1,,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",190106007,1.22329341882464,1,26,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",201840474,0.355248385983728,2,38,3,5,1,1,1,1,1,1,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,1,2,1,1,2,,,2,1,2,,,,1,1,2,1,2,2,2,2,1,3,3,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,1,4,4,4,2,5,1,1,1,0
"Pakistan","PAK",117712506,0.824968811900981,1,40,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",191516919,0.804732182370739,1,15,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,3,1,1,,,,,2,,,2,2,2,,,,3,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,5,2,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",117231324,0.302304136755459,2,34,3,5,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,3,2,3,3,2,,0,0,4,4,4,2,2,5,1,1,0,0
"Pakistan","PAK",182388828,1.60056227386249,2,40,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,2,1,1,3,1,,0,0,2,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",202352109,1.79601208022142,1,48,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",126815226,0.38753039859574,2,38,2,5,2,2,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,1,2,1,2,3,,,,1,2,2,,,1,4,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,2,,0,1,5,4,4,4,2,3,1,1,0,0
"Pakistan","PAK",180457171,1.54901201746787,1,45,1,1,1,1,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,1,1,2,2,1,,1,1,1,2,2,1,,0,0,4,1,4,2,2,5,1,2,1,0
"Pakistan","PAK",179580120,1.03520343099175,1,24,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",116840016,0.407764472941546,1,30,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,4,1,2,2,0,0
"Pakistan","PAK",138896069,0.881825217784982,2,26,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,2,2,,2,2,,,,,2,,,,,,4,4,2,4,,2,,0,0,3,4,4,4,2,5,1,3,0,0
"Pakistan","PAK",193101113,0.345209463428981,2,38,2,5,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,2,,0,0,4,4,4,4,2,1,1,1,1,0
"Pakistan","PAK",194978804,0.362962202943004,2,35,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,1,2,,0,0,2,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",160268490,0.961029357418803,1,37,1,4,2,2,1,1,0,2,2,1,1,2,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,2,2,1,0
"Pakistan","PAK",136755696,0.703042793290049,2,25,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",133022235,0.644956935441008,2,45,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,2,3,2,,0,0,4,4,4,2,2,5,2,2,0,0
"Pakistan","PAK",174672047,0.735586871075419,2,32,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",113995764,0.671947228907406,1,27,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,1,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,2,2,,1,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",114960020,1.03291563300391,1,28,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",111657343,2.78542471144933,2,16,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",117722672,1.06323091850797,2,50,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,0,4,4,4,2,3,5,1,2,0,0
"Pakistan","PAK",163902893,3.29954429305756,2,17,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,1,1,3,1,,0,0,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",169966603,0.445222634663004,2,32,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,4,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,2,,0,1,5,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",118666234,0.326479375411351,1,28,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,4,2,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",148950815,1.0566545520528,2,25,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,1,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,3,2,1,2,2,2,,0,1,2,2,4,4,2,5,1,1,0,0
"Pakistan","PAK",181486772,1.1006783786878,1,16,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,1,3,3,3,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,2,3,1,,1,0,4,4,4,4,4,3,2,2,0,0
"Pakistan","PAK",187784108,1.06633318531821,1,24,3,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,3,2,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",159217952,0.528100137009236,2,45,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,2,2,3,2,2,,0,0,4,4,4,4,4,5,1,2,0,0
